cohort,cluster,cell_type,n_cells,n_cluster,n_type,expected,ratio_obs_over_exp,log2_enrichment,hypergeom_p,note,is_cand
UOP,16,Vessel,941,16865,51665,3186.922932028324,0.2952691420752677,-1.7598975034042226,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,17,Vessel,714,15039,51665,2841.869788009129,0.2512430383026776,-1.992844473701671,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,18,Vessel,449,4332,51665,818.6036253511236,0.54849500551309,-0.8664496110944506,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,19,Vessel,202,13442,51665,2540.0900119967228,0.0795247408737342,-3.652452423931503,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,0,other,11,10839,21415,848.9772976650281,0.0129567657819045,-6.270150546607153,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,1,other,6,13671,21415,1070.796995698736,0.0056033029828261,-7.47950678031409,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,2,other,22,9996,21415,782.9483409410112,0.028098916428584,-5.153341692540257,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,3,other,1462,14377,21415,1126.0952678780432,1.2982915759471387,0.376614426428856,3.8306057599997827e-25,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,4,other,2495,16988,21415,1330.6048835440074,1.8750870606717431,0.9069575817863704,1.7874499365688754e-213,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,5,other,18,7302,21415,571.937653616573,0.0314719618234249,-4.989789077083423,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,6,other,6661,23452,21415,1836.9052112593636,3.626207797316492,1.85846160008711,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,7,other,851,20353,21415,1594.1724272881554,0.533819294220033,-0.9055766440861812,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,8,other,964,8047,21415,630.2906462137172,1.529453127364244,0.6130158937837542,1.0311576897926083e-39,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,9,other,18,12945,21415,1013.9322002282304,0.0177526662985437,-5.815820468436012,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,10,other,0,17118,21415,1340.7872849367975,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,11,other,91,13449,21415,1053.4085871664329,0.0863862333273561,-3.533054769663999,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,12,other,490,12692,21415,994.1156805945692,0.4929003832903396,-1.020631992005918,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
UOP,13,other,1905,24506,21415,1919.4609887055244,0.9924661200250404,-0.0109102413029367,0.6444274864924628,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,14,other,332,6062,21415,474.8132095622659,0.6992223327275866,-0.5161768305282549,0.9999999999998352,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,15,other,1405,11933,21415,934.666121693586,1.5032105769001058,0.588047123006614,1.1089450867200982e-53,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,16,other,4477,16865,21415,1320.970765303137,3.3891741722025293,1.760933779907205,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,17,other,0,15039,21415,1177.9471888167134,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,18,other,85,4332,21415,339.3089448735955,0.2505091636522152,-1.997064716561476,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
UOP,19,other,122,13442,21415,1052.860304014513,0.1158748216974455,-3.109360975983991,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,B cells,2308,15808,8510,598.3457723613396,3.857301424378084,1.947591888114476,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,B cells,16,19394,8510,734.0788151047458,0.0217960247193851,-5.519791157552283,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,B cells,38,20493,8510,775.6768669661521,0.0489894717998057,-4.351384453081678,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,B cells,5,6624,8510,250.7238357870391,0.0199422603132433,-5.648027251558291,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,B cells,0,494,8510,18.698305386291864,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,B cells,366,11697,8510,442.74104879242094,0.8266683222580499,-0.2746194907810784,0.999960342764456,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,B cells,1,2071,8510,78.38904950406975,0.0127568838546522,-6.292580227166841,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,B cells,627,15330,8510,580.2530801049681,1.0805629844938958,0.1117831673095701,0.0222064410518069,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,B cells,10,2404,8510,90.99337277053776,0.1098981134067584,-3.185761474770152,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,B cells,414,23532,8510,890.7055108304052,0.4648000882065135,-1.1053177523603088,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,B cells,0,48659,8510,1841.7830805497488,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,B cells,0,3518,8510,133.15918694124449,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,B cells,1,3876,8510,146.7097807232131,0.0068161781380249,-7.19682124436141,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,B cells,101,5603,8510,212.0781479339946,0.4762395418100048,-1.0702406834247244,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,B cells,57,4056,8510,153.52292843481743,0.3712800464472705,-1.429420311784928,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,B cells,0,656,8510,24.83013832673576,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,B cells,29,1757,8510,66.5038918293822,0.4360647054220586,-1.197385869827133,0.9999999531485668,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,B cells,4366,33712,8510,1276.0268647422497,3.421558056994284,1.774653427227156,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,B cells,171,3636,8510,137.62558377440732,1.2425015415760143,0.3132476417454619,0.0026022206361047,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,B cells,0,1510,8510,57.154739136236266,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,CD4 T cells,881,15808,19844,1395.2495307565716,0.6314282718463121,-0.6633092369299463,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,CD4 T cells,4,19394,19844,1711.7579326602322,0.0023367790057695,-8.741262982871637,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,CD4 T cells,217,20493,19844,1808.7581372592624,0.1199718168670197,-3.059232559400138,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,CD4 T cells,7,6624,19844,584.6490948716809,0.0119729938203981,-6.384072249707404,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,CD4 T cells,0,494,19844,43.60154783614286,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,CD4 T cells,498,11697,19844,1032.4034514966863,0.4823695613164059,-1.0517892223163932,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,CD4 T cells,0,2071,19844,182.79110438998356,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,CD4 T cells,3824,15330,19844,1353.0601788017614,2.826186196231453,1.4988565171689263,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,CD4 T cells,13,2404,19844,212.18243117021748,0.0612680320811816,-4.028721676835775,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,CD4 T cells,742,23532,19844,2076.987092469866,0.3572482480464742,-1.485001158558184,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,CD4 T cells,3,48659,19844,4294.752461860072,0.0006985268712555,-10.48339676458558,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,CD4 T cells,0,3518,19844,310.5065694079972,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,CD4 T cells,0,3876,19844,342.10445225281325,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,CD4 T cells,27,5603,19844,494.5333451941467,0.0545969250858103,-4.195036489332404,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,CD4 T cells,56,4056,19844,357.99165591780456,0.1564282269552609,-2.676427229211418,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,CD4 T cells,0,656,19844,57.90003113463506,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,CD4 T cells,67,1757,19844,155.076760218832,0.4320441045160791,-1.2107494998162858,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,CD4 T cells,12966,33712,19844,2975.4967219677087,4.357591760822216,2.123531044497675,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,CD4 T cells,539,3636,19844,320.9215140328248,1.679538380667335,0.7480647642927162,1.5289776233449947e-32,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,CD4 T cells,0,1510,19844,133.27598630076056,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,CD8 T cells,618,15808,18432,1295.9705377396256,0.476862692479019,-1.0683541774956196,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,CD8 T cells,174,19394,18432,1589.957781434862,0.109436868092795,-3.191829246572542,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,CD8 T cells,243,20493,18432,1680.0559355957837,0.1446380414196311,-2.78948104778847,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,CD8 T cells,4,6624,18432,543.0483832228795,0.0073658261834071,-7.084936931314641,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,CD8 T cells,1,494,18432,40.4990793043633,0.0246919193516644,-5.339817205399994,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,CD8 T cells,438,11697,18432,958.9427745407642,0.4567530113668747,-1.130513854332935,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,CD8 T cells,2,2071,18432,169.7846016990615,0.0117796312503353,-6.407561812035828,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,CD8 T cells,4576,15330,18432,1256.783169505849,3.641041757266072,1.8643512864169327,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,CD8 T cells,20,2404,18432,197.0845883556465,0.101479269215659,-3.300743059639139,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,CD8 T cells,429,23532,18432,1929.1990570653384,0.2223720763437376,-2.168952457229076,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,CD8 T cells,791,48659,18432,3989.1593114797847,0.1982873929661579,-2.3343351403835784,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,CD8 T cells,19,3518,18432,288.41247164524304,0.065877872380535,-3.924062227843692,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,CD8 T cells,0,3876,18432,317.7620068496197,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,CD8 T cells,61,5603,18432,459.3448205310679,0.13279784003981,-2.9126964134826205,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,CD8 T cells,55,4056,18432,332.5187563937197,0.1654042033492904,-2.595932197293997,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,CD8 T cells,0,656,18432,53.780153894053285,0.0,-inf,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,CD8 T cells,185,1757,18432,144.0422719387982,1.2843451961005186,0.3610330106926198,0.0003251581011784,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,CD8 T cells,10073,33712,18432,2763.775225726104,3.64465239656152,1.8657812261652795,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,CD8 T cells,742,3636,18432,298.08634079081975,2.489211676158935,1.3156889186113798,1.974816672409359e-119,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,CD8 T cells,1,1510,18432,123.79273228661656,0.0080780186488226,-6.951782808027757,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,Fibroblasts,2934,15808,26522,1864.7857314415337,1.5733711120429543,0.6538590002871488,2.0102635096729274e-145,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,Fibroblasts,1827,19394,26522,2287.807089801184,0.7985813175178031,-0.3244887737800291,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,Fibroblasts,1210,20493,26522,2417.450277987813,0.5005273576948828,-0.9984791692185414,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,Fibroblasts,3118,6624,26522,781.3980696526264,3.990283724895967,1.9964913313968964,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,Fibroblasts,258,494,26522,58.27455410754793,4.427318303008395,2.146433100037013,2.4201735924132285e-106,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,Fibroblasts,1294,11697,26522,1379.8329137570609,0.9377947047781664,-0.0926559619278476,0.9947754094599652,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,Fibroblasts,1167,2071,26522,244.304861450874,4.776818574421475,2.256050083685273,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,Fibroblasts,2218,15330,26522,1808.398612284837,1.226499503446117,0.2945466498140069,2.806672946839566e-25,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,Fibroblasts,652,2404,26522,283.58710136547614,2.29911726189453,1.201080049718329,4.535553288202317e-94,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,Fibroblasts,4687,23532,26522,2775.9449539652182,1.688434056772268,0.755685834764156,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,Fibroblasts,272,48659,26522,5740.043579593471,0.0473863998118397,-4.399383133592278,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,Fibroblasts,362,3518,26522,414.9997598185296,0.8722896614646108,-0.197120804190319,0.9979249336424056,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,Fibroblasts,132,3876,26522,457.2311168438376,0.2886942623484727,-1.7923856598581909,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,Fibroblasts,3049,5603,26522,660.9561268513988,4.613014201902541,2.205709733977995,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,Fibroblasts,1167,4056,26522,478.4647600409198,2.439051101485916,1.2863199849024445,1.3162382292538063e-190,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,Fibroblasts,277,656,26522,77.38483298492194,3.5795127974750827,1.8397632376295412,2.803137625547093e-86,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,Fibroblasts,813,1757,26522,207.2639505404083,3.922534516399161,1.9717861422650884,3.647965945879955e-285,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,Fibroblasts,311,33712,26522,3976.825441444647,0.0782030804668721,-3.676630752488266,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,Fibroblasts,656,3636,26522,428.9195925810613,1.5294241889312226,0.6129885966224135,1.388005750799395e-28,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,Fibroblasts,118,1510,26522,178.12667348663436,0.6624499166255079,-0.5941167086521634,0.9999998495861429,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,Myeloid,3312,15808,34376,2417.007552372904,1.370289470857646,0.4544806917677053,1.5245945887497697e-86,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,Myeloid,434,19394,34376,2965.298865809723,0.146359614878647,-2.7724105703084176,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,Myeloid,315,20493,34376,3133.333487523907,0.1005319099464661,-3.3142745933385984,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,Myeloid,50,6624,34376,1012.79466263399,0.0493683486344253,-4.340269801871543,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,Myeloid,4,494,34376,75.53148601165324,0.0529580471829041,-4.23900626573162,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,Myeloid,5540,11697,34376,1788.4449228305832,3.0976631873190743,1.6311802866708165,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,Myeloid,34,2071,34376,316.6512298180848,0.1073736552974479,-3.219288031117115,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,Myeloid,2818,15330,34376,2343.9224302806565,1.2022582162254314,0.2657467856165543,2.832441698560365e-27,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,Myeloid,96,2404,34376,367.5661788907174,0.2611774573213444,-1.936897714136972,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,Myeloid,13135,23532,34376,3597.989734466041,3.650649659774334,1.8681532249607464,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,Myeloid,894,48659,34376,7439.851372147845,0.1201636908160313,-3.056927064004679,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,Myeloid,124,3518,34376,537.8942667793444,0.2305285771913003,-2.116982491232028,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,Myeloid,12,3876,34376,592.6316594760485,0.0202486650993457,-5.626029388840867,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,Myeloid,689,5603,34376,856.6860650269092,0.8042619439343371,-0.3142626386728415,0.999999999959818,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,Myeloid,1435,4056,34376,620.1532535693635,2.3139441609645552,1.2103540504127672,3.2602589284138555e-222,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,Myeloid,5,656,34376,100.3009206956367,0.049849991060127,-4.326262943877664,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,Myeloid,241,1757,34376,268.6413378997465,0.8971069079842735,-0.156648173925357,0.9708172476010728,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,Myeloid,4600,33712,34376,5154.488778187964,0.8924260383426633,-0.164195487132511,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,Myeloid,607,3636,34376,555.9362006849619,1.091851905402316,0.1267771879146325,0.009993222334659,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,Myeloid,31,1510,34376,230.87559489391984,0.1342714461190388,-2.8967755579725085,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,Tumor,506,15808,71835,5050.78361428635,0.1001824743726415,-3.3192979451078912,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,Tumor,14180,19394,71835,6196.539563225549,2.288373995730407,1.1943228553034004,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,Tumor,421,20493,71835,6547.678935195481,0.0642975937224128,-3.9590914427300623,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,3,Tumor,163,6624,71835,2116.4214740025795,0.077016795568481,-3.698683091485771,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,4,Tumor,19,494,71835,157.83698794644843,0.120377360511,-3.054364006358616,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,5,Tumor,1966,11697,71835,3737.285927144954,0.5260501974763,-0.926727621995735,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,6,Tumor,21,2071,71835,661.7012186985722,0.0317363780004857,-4.977718703659275,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,7,Tumor,175,15330,71835,4898.058755504158,0.0357284403343151,-4.806783252931335,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,8,Tumor,934,2404,71835,768.0974069296802,1.215991606759204,0.2821332707809529,4.1248164985315097e-13,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,9,Tumor,1874,23532,71835,7518.663968331628,0.2492464097202944,-2.004355371471642,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,10,Tumor,46052,48659,71835,15546.94331272517,2.9621256779335168,1.5666328530119524,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,11,Tumor,2531,3518,71835,1124.0293999911044,2.251720462133847,1.1710277364211998,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,12,Tumor,14,3876,71835,1238.4132900413647,0.0113047882420031,-6.466922221575,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",True
STA,13,Tumor,159,5603,71835,1790.2037317084018,0.0888167068271416,-3.4930251101633583,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,14,Tumor,710,4056,71835,1295.9247431392607,0.5478713202744235,-0.8680910108288197,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,15,Tumor,85,656,71835,209.597295734555,0.4055395834288265,-1.3020853566979054,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,16,Tumor,10,1757,71835,561.37568385002,0.0178133828872282,-5.810894669338538,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,17,Tumor,646,33712,71835,10771.256149090425,0.0599744348345621,-4.059508532340905,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,18,Tumor,411,3636,71835,1161.731352577503,0.3537823086965201,-1.4990661887299477,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,19,Tumor,958,1510,71835,482.4571898767958,1.985668407687411,0.9896247233062154,1.051955851036847e-139,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,0,Vessel,5202,15808,40478,2846.0446737535026,1.8277998402391025,0.8701080915638033,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,1,Vessel,990,19394,40478,3491.661842280834,0.2835326113233546,-1.8184134144334925,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
STA,2,Vessel,18002,20493,40478,3689.523880265089,4.879220350433555,2.2866506382750766,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准",False
